Area Name,Year,Total
Forestburg,2016,855
Forestburg,2017,845
Fort Mackay,2001,448
Fort Mackay,2002,472
Fort Mackay,2003,495
Fort Mackay,2004,511
Fort Mackay,2005,522
Fort Mackay,2006,537
Fort Mackay,2007,551
Fort Mackay,2008,557
Fort Mackay,2009,581
Fort Mackay,2010,587
Fort Mackay,2011,585
Fort Mackay,2012,611
Fort Mackay,2013,639
Fort Mackay,2014,658
Fort Mackay,2015,649
Fort Mackay,2016,622
Fort Mackay,2017,607
Fort Macleod,2001,3062
Fort Macleod,2002,3042
Fort Macleod,2003,3059
Fort Macleod,2004,3064
Fort Macleod,2005,3103
Fort Macleod,2006,3150
Fort Macleod,2007,3194
Fort Macleod,2008,3204
Fort Macleod,2009,3215
Fort Macleod,2010,3204
Fort Macleod,2011,3202
Fort Macleod,2012,3211
Fort Macleod,2013,3231
Fort Macleod,2014,3274
Fort Macleod,2015,3282
Fort Macleod,2016,3294
Fort Macleod,2017,3313
Fort McKay 174,2001,0
Fort McKay 174,2002,0
Fort McKay 174,2003,0
Fort McKay 174,2004,0
Fort McKay 174,2005,0
Fort McKay 174,2006,0
Fort McKay 174,2007,0
Fort McKay 174,2008,0
Fort McKay 174,2009,0
Fort McKay 174,2010,0
Fort McKay 174,2011,0
Fort McKay 174,2012,0
Fort McKay 174,2013,0
Fort McKay 174,2014,0
Fort McKay 174,2015,0
Fort McKay 174,2016,0
Fort McKay 174,2017,0
Fort Saskatchewan,2001,13442
Fort Saskatchewan,2002,13841
Fort Saskatchewan,2003,14169
Fort Saskatchewan,2004,14477
Fort Saskatchewan,2005,14918
Fort Saskatchewan,2006,15562
Fort Saskatchewan,2007,16418
Fort Saskatchewan,2008,17263
Fort Saskatchewan,2009,18164
Fort Saskatchewan,2010,18973
Fort Saskatchewan,2011,19808
Fort Saskatchewan,2012,20319
Fort Saskatchewan,2013,21012
Fort Saskatchewan,2014,21725
Fort Saskatchewan,2015,22218
Fort Saskatchewan,2016,22664
Fort Saskatchewan,2017,23065
Fort Vermilion 173B,2001,2
Fort Vermilion 173B,2002,15
Fort Vermilion 173B,2003,28
Fort Vermilion 173B,2004,43
Fort Vermilion 173B,2005,59
Fort Vermilion 173B,2006,73
Fort Vermilion 173B,2007,80
Fort Vermilion 173B,2008,85
Fort Vermilion 173B,2009,90
Fort Vermilion 173B,2010,94
Fort Vermilion 173B,2011,100
Fort Vermilion 173B,2012,99
Fort Vermilion 173B,2013,99
Fort Vermilion 173B,2014,99
Fort Vermilion 173B,2015,100
Fort Vermilion 173B,2016,100
Fort Vermilion 173B,2017,102
Forty Mile County No. 8,2001,3505
Forty Mile County No. 8,2002,3488
Forty Mile County No. 8,2003,3470
Forty Mile County No. 8,2004,3483
Forty Mile County No. 8,2005,3494
Forty Mile County No. 8,2006,3516
Forty Mile County No. 8,2007,3550
Forty Mile County No. 8,2008,3568
Forty Mile County No. 8,2009,3552
Forty Mile County No. 8,2010,3505
Forty Mile County No. 8,2011,3437
Forty Mile County No. 8,2012,3477
Forty Mile County No. 8,2013,3509
Forty Mile County No. 8,2014,3539
Forty Mile County No. 8,2015,3567
Forty Mile County No. 8,2016,3568
Forty Mile County No. 8,2017,3577
Fox Creek,2001,2395
Fox Creek,2002,2357
Fox Creek,2003,2315
Fox Creek,2004,2290
Fox Creek,2005,2299
Fox Creek,2006,2372
Fox Creek,2007,2342
Fox Creek,2008,2254
Fox Creek,2009,2195
Fox Creek,2010,2133
Fox Creek,2011,2048
Fox Creek,2012,2063
Fox Creek,2013,2092
Fox Creek,2014,2077
Fox Creek,2015,2072
Fox Creek,2016,1992
Fox Creek,2017,1938
Fox Lake 162,2001,1300
Fox Lake 162,2002,1399
Fox Lake 162,2003,1499
Fox Lake 162,2004,1611
Fox Lake 162,2005,1707
Fox Lake 162,2006,1814
Fox Lake 162,2007,1875
Fox Lake 162,2008,1921
Fox Lake 162,2009,1946
Fox Lake 162,2010,1957
Fox Lake 162,2011,1941
Fox Lake 162,2012,1950
Fox Lake 162,2013,1965
Fox Lake 162,2014,1988
Fox Lake 162,2015,1984
Fox Lake 162,2016,1984
Fox Lake 162,2017,1993
Gadsby,2001,40
Gadsby,2002,39
Gadsby,2003,39
Gadsby,2004,37
Gadsby,2005,37
Gadsby,2006,36
Gadsby,2007,34
Gadsby,2008,31
Gadsby,2009,29
Gadsby,2010,28
Gadsby,2011,26
Gadsby,2012,26
Gadsby,2013,26
Gadsby,2014,26
Gadsby,2015,26
Gadsby,2016,26
Gadsby,2017,26
Galahad,2001,164
Galahad,2002,155
Galahad,2003,150
Galahad,2004,145
Galahad,2005,139
Galahad,2006,136
Galahad,2007,133
Galahad,2008,126
Galahad,2009,124
Galahad,2010,119
Galahad,2011,120
Galahad,2012,120
Galahad,2013,123
Galahad,2014,121
Galahad,2015,120
Galahad,2016,119
Galahad,2017,119
Ghost Lake,2001,70
Ghost Lake,2002,73
Ghost Lake,2003,75
Ghost Lake,2004,77
Ghost Lake,2005,78
Ghost Lake,2006,80
Ghost Lake,2007,80
Ghost Lake,2008,80
Ghost Lake,2009,81
Ghost Lake,2010,82
Ghost Lake,2011,82
Ghost Lake,2012,84
Ghost Lake,2013,85
Ghost Lake,2014,86
Ghost Lake,2015,88
Ghost Lake,2016,88
Ghost Lake,2017,89
Gibbons,2001,2709
Gibbons,2002,2702
Gibbons,2003,2682
Gibbons,2004,2667
Gibbons,2005,2690
Gibbons,2006,2734
Gibbons,2007,2823
Gibbons,2008,2912
Gibbons,2009,3007
Gibbons,2010,3076
Gibbons,2011,3139
Gibbons,2012,3219
Gibbons,2013,3328
Gibbons,2014,3443
Gibbons,2015,3529
Gibbons,2016,3608
Gibbons,2017,3674
Girouxville,2001,311
Girouxville,2002,304
Girouxville,2003,305
Girouxville,2004,300
Girouxville,2005,295
Girouxville,2006,289
Girouxville,2007,285
Girouxville,2008,282
Girouxville,2009,282
Girouxville,2010,278
Girouxville,2011,273
Girouxville,2012,275
Girouxville,2013,279
Girouxville,2014,284
Girouxville,2015,285
Girouxville,2016,285
Girouxville,2017,287
Glendon,2001,468
Glendon,2002,460
Glendon,2003,455
Glendon,2004,452
Glendon,2005,440
Glendon,2006,436
Glendon,2007,451
Glendon,2008,463
Glendon,2009,474
Glendon,2010,485
Glendon,2011,502
Glendon,2012,503
Glendon,2013,505
Glendon,2014,505
Glendon,2015,504
Glendon,2016,503
Glendon,2017,504
Glenwood,2001,263
Glenwood,2002,267
Glenwood,2003,271
Glenwood,2004,276
Glenwood,2005,275
Glenwood,2006,287
Glenwood,2007,288
Glenwood,2008,288
Glenwood,2009,288
Glenwood,2010,292
Glenwood,2011,295
Glenwood,2012,294
Glenwood,2013,294
Glenwood,2014,295
Glenwood,2015,299
Glenwood,2016,301
Glenwood,2017,306
Golden Days,2001,129
Golden Days,2002,146
Golden Days,2003,163
Golden Days,2004,180
Golden Days,2005,196
Golden Days,2006,209
Golden Days,2007,195
Golden Days,2008,182
Golden Days,2009,169
Golden Days,2010,154
Golden Days,2011,143
Golden Days,2012,143
Golden Days,2013,145
Golden Days,2014,146
Golden Days,2015,147
Golden Days,2016,149
Golden Days,2017,150
Grande Cache,2001,3910
Grande Cache,2002,3885
Grande Cache,2003,3848
Grande Cache,2004,3774
Grande Cache,2005,3789
Grande Cache,2006,3925
Grande Cache,2007,4047
Grande Cache,2008,4133
Grande Cache,2009,4245
Grande Cache,2010,4359
Grande Cache,2011,4483
Grande Cache,2012,4502
Grande Cache,2013,4574
Grande Cache,2014,4553
Grande Cache,2015,4547
Grande Cache,2016,4418
Grande Cache,2017,4296
Grande Prairie,2001,38275
Grande Prairie,2002,40088
Grande Prairie,2003,41650
Grande Prairie,2004,43631
Grande Prairie,2005,46268
Grande Prairie,2006,49467
Grande Prairie,2007,51843
Grande Prairie,2008,53352
Grande Prairie,2009,54846
Grande Prairie,2010,55845
Grande Prairie,2011,57548
Grande Prairie,2012,59194
Grande Prairie,2013,60632
Grande Prairie,2014,61895
Grande Prairie,2015,62796
Grande Prairie,2016,62338
Grande Prairie,2017,61772
Grande Prairie County No. 1,2001,16024
Grande Prairie County No. 1,2002,16399
Grande Prairie County No. 1,2003,16699
Grande Prairie County No. 1,2004,17137
Grande Prairie County No. 1,2005,17822
Grande Prairie County No. 1,2006,18684
Grande Prairie County No. 1,2007,19409
Grande Prairie County No. 1,2008,19869
Grande Prairie County No. 1,2009,20318
Grande Prairie County No. 1,2010,20644
Grande Prairie County No. 1,2011,21077
Grande Prairie County No. 1,2012,21665
Grande Prairie County No. 1,2013,22190
Grande Prairie County No. 1,2014,22669
Grande Prairie County No. 1,2015,23044
Grande Prairie County No. 1,2016,23052
Grande Prairie County No. 1,2017,23052
Grandview,2001,88
Grandview,2002,96
Grandview,2003,103
Grandview,2004,112
Grandview,2005,120
Grandview,2006,130
Grandview,2007,126
Grandview,2008,124
Grandview,2009,118
Grandview,2010,114
Grandview,2011,109
Grandview,2012,111
Grandview,2013,115
Grandview,2014,117
Grandview,2015,119
Grandview,2016,120
Grandview,2017,120
Granum,2001,401
Granum,2002,399
Granum,2003,408
Granum,2004,408
Granum,2005,416
Granum,2006,424
Granum,2007,432
Granum,2008,438
Granum,2009,441
Granum,2010,446
Granum,2011,456
Granum,2012,462
Granum,2013,468
Granum,2014,474
Granum,2015,474
Granum,2016,475
Granum,2017,479
Greenview No. 16,2001,5545
Greenview No. 16,2002,5546
Greenview No. 16,2003,5506
Greenview No. 16,2004,5470
Greenview No. 16,2005,5484
Greenview No. 16,2006,5640
Greenview No. 16,2007,5648
Greenview No. 16,2008,5554
Greenview No. 16,2009,5520
Greenview No. 16,2010,5503
Greenview No. 16,2011,5458
Greenview No. 16,2012,5497
Greenview No. 16,2013,5572
Greenview No. 16,2014,5576
Greenview No. 16,2015,5577
Greenview No. 16,2016,5485
Greenview No. 16,2017,5357
Gregoire Lake 176,2001,107
Gregoire Lake 176,2002,103
Gregoire Lake 176,2003,98
Gregoire Lake 176,2004,91
Gregoire Lake 176,2005,87
Gregoire Lake 176,2006,88
Gregoire Lake 176,2007,127
Gregoire Lake 176,2008,167
Gregoire Lake 176,2009,204
Gregoire Lake 176,2010,247
Gregoire Lake 176,2011,285
Gregoire Lake 176,2012,296
Gregoire Lake 176,2013,306
Gregoire Lake 176,2014,314
Gregoire Lake 176,2015,312
Gregoire Lake 176,2016,308
Gregoire Lake 176,2017,298
Gregoire Lake 176A,2001,135
Gregoire Lake 176A,2002,131
Gregoire Lake 176A,2003,130
Gregoire Lake 176A,2004,128
Gregoire Lake 176A,2005,126
Gregoire Lake 176A,2006,122
Gregoire Lake 176A,2007,100
Gregoire Lake 176A,2008,75
Gregoire Lake 176A,2009,51
Gregoire Lake 176A,2010,25
Gregoire Lake 176A,2011,0
Gregoire Lake 176A,2012,0
Gregoire Lake 176A,2013,0
Gregoire Lake 176A,2014,0
Gregoire Lake 176A,2015,0
Gregoire Lake 176A,2016,0
Gregoire Lake 176A,2017,0
Grimshaw,2001,2485
Grimshaw,2002,2493
Grimshaw,2003,2504
Grimshaw,2004,2516
Grimshaw,2005,2571
Grimshaw,2006,2626
Grimshaw,2007,2671
Grimshaw,2008,2668
Grimshaw,2009,2658
Grimshaw,2010,2613
Grimshaw,2011,2598
Grimshaw,2012,2680
Grimshaw,2013,2748
Grimshaw,2014,2804
Grimshaw,2015,2857
Grimshaw,2016,2852
Grimshaw,2017,2855
Gull Lake,2001,148
Gull Lake,2002,157
Gull Lake,2003,167
Gull Lake,2004,177
Gull Lake,2005,191
Gull Lake,2006,208
Gull Lake,2007,196
Gull Lake,2008,182
Gull Lake,2009,165
Gull Lake,2010,148
Gull Lake,2011,125
Gull Lake,2012,125
Gull Lake,2013,125
Gull Lake,2014,125
Gull Lake,2015,125
Gull Lake,2016,126
Gull Lake,2017,126
Half Moon Bay,2001,35
Half Moon Bay,2002,33
Half Moon Bay,2003,33
Half Moon Bay,2004,33
Half Moon Bay,2005,34
Half Moon Bay,2006,32
Half Moon Bay,2007,33
Half Moon Bay,2008,35
Half Moon Bay,2009,36
Half Moon Bay,2010,38
Half Moon Bay,2011,39
Half Moon Bay,2012,39
Half Moon Bay,2013,39
Half Moon Bay,2014,39
Half Moon Bay,2015,39
Half Moon Bay,2016,39
Half Moon Bay,2017,39
Halkirk,2001,120
Halkirk,2002,120
Halkirk,2003,119
Halkirk,2004,121
Halkirk,2005,120
Halkirk,2006,116
Halkirk,2007,118
Halkirk,2008,121
Halkirk,2009,123
Halkirk,2010,125
Halkirk,2011,125
Halkirk,2012,126
Halkirk,2013,125
Halkirk,2014,130
Halkirk,2015,130
Halkirk,2016,130
Halkirk,2017,132
Hanna,2001,3059
Hanna,2002,3038
Hanna,2003,2956
Hanna,2004,2965
Hanna,2005,2948
Hanna,2006,2937
Hanna,2007,2955
Hanna,2008,2920
Hanna,2009,2892
Hanna,2010,2850
Hanna,2011,2737
Hanna,2012,2656
Hanna,2013,2637
Hanna,2014,2623
Hanna,2015,2613
Hanna,2016,2556
Hanna,2017,2528
Hardisty,2001,762
Hardisty,2002,758
Hardisty,2003,763
Hardisty,2004,770
Hardisty,2005,778
Hardisty,2006,782
Hardisty,2007,768
Hardisty,2008,749
Hardisty,2009,725
Hardisty,2010,695
Hardisty,2011,657
Hardisty,2012,658
Hardisty,2013,650
Hardisty,2014,645
Hardisty,2015,641
Hardisty,2016,640
Hardisty,2017,633
Hay Lake 209,2001,939
Hay Lake 209,2002,947
Hay Lake 209,2003,956
Hay Lake 209,2004,971
Hay Lake 209,2005,979
Hay Lake 209,2006,985
Hay Lake 209,2007,993
Hay Lake 209,2008,1003
Hay Lake 209,2009,994
Hay Lake 209,2010,993
Hay Lake 209,2011,984
Hay Lake 209,2012,981
Hay Lake 209,2013,997
Hay Lake 209,2014,1007
Hay Lake 209,2015,1008
Hay Lake 209,2016,1012
Hay Lake 209,2017,1009
Hay Lakes,2001,354
Hay Lakes,2002,357
Hay Lakes,2003,361
Hay Lakes,2004,360
Hay Lakes,2005,362
Hay Lakes,2006,375
Hay Lakes,2007,393
Hay Lakes,2008,408
Hay Lakes,2009,424
Hay Lakes,2010,434
Hay Lakes,2011,440
Hay Lakes,2012,441
Hay Lakes,2013,443
Hay Lakes,2014,449
Hay Lakes,2015,448
Hay Lakes,2016,444
Hay Lakes,2017,436
Heart Lake 167,2001,129
Heart Lake 167,2002,138
Heart Lake 167,2003,148
Heart Lake 167,2004,155
Heart Lake 167,2005,164
Heart Lake 167,2006,171
Heart Lake 167,2007,170
Heart Lake 167,2008,169
Heart Lake 167,2009,167
Heart Lake 167,2010,164
Heart Lake 167,2011,165
Heart Lake 167,2012,165
Heart Lake 167,2013,168
Heart Lake 167,2014,168
Heart Lake 167,2015,168
Heart Lake 167,2016,168
Heart Lake 167,2017,170
Heisler,2001,187
Heisler,2002,180
Heisler,2003,175
Heisler,2004,166
Heisler,2005,163
Heisler,2006,156
Heisler,2007,154
Heisler,2008,155
Heisler,2009,155
Heisler,2010,152
Heisler,2011,154
Heisler,2012,154
Heisler,2013,154
Heisler,2014,154
Heisler,2015,156
Heisler,2016,157
Heisler,2017,160
High Level,2001,3553
High Level,2002,3647
High Level,2003,3726
High Level,2004,3822
High Level,2005,3902
High Level,2006,4025
High Level,2007,4033
High Level,2008,4022
High Level,2009,3980
High Level,2010,3893
High Level,2011,3780
High Level,2012,3792
High Level,2013,3831
High Level,2014,3883
High Level,2015,3888
High Level,2016,3887
High Level,2017,3889
High Prairie,2001,2798
High Prairie,2002,2796
High Prairie,2003,2793
High Prairie,2004,2805
High Prairie,2005,2810
High Prairie,2006,2832
High Prairie,2007,2835
High Prairie,2008,2822
High Prairie,2009,2790
High Prairie,2010,2724
High Prairie,2011,2682
High Prairie,2012,2692
High Prairie,2013,2733
High Prairie,2014,2770
High Prairie,2015,2786
High Prairie,2016,2797
High Prairie,2017,2811
High River,2001,9597
High River,2002,9883
High River,2003,10104
High River,2004,10354
High River,2005,10707
High River,2006,11086
High River,2007,11536
High River,2008,12009
High River,2009,12505
High River,2010,12919
High River,2011,13361
High River,2012,13833
High River,2013,14388
High River,2014,14919
High River,2015,15321
High River,2016,15742
High River,2017,16114
Hill Spring,2001,197
Hill Spring,2002,195
Hill Spring,2003,194
Hill Spring,2004,195
Hill Spring,2005,195
Hill Spring,2006,196
Hill Spring,2007,196
Hill Spring,2008,197
Hill Spring,2009,193
Hill Spring,2010,194
Hill Spring,2011,189
Hill Spring,2012,188
Hill Spring,2013,192
Hill Spring,2014,191
Hill Spring,2015,193
Hill Spring,2016,194
Hill Spring,2017,193
Hines Creek,2001,448
Hines Creek,2002,446
Hines Creek,2003,443
Hines Creek,2004,446
Hines Creek,2005,444
Hines Creek,2006,443
Hines Creek,2007,438
Hines Creek,2008,434
Hines Creek,2009,426
Hines Creek,2010,415
Hines Creek,2011,391
Hines Creek,2012,392
Hines Creek,2013,400
Hines Creek,2014,401
Hines Creek,2015,401
Hines Creek,2016,402
Hines Creek,2017,407
Hinton,2001,9632
Hinton,2002,9664
Hinton,2003,9664
Hinton,2004,9728
Hinton,2005,9872
Hinton,2006,10087
Hinton,2007,10148
Hinton,2008,10192
Hinton,2009,10157
Hinton,2010,10005
Hinton,2011,9993
Hinton,2012,10077
Hinton,2013,10085
Hinton,2014,10136
Hinton,2015,10097
Hinton,2016,9985
Hinton,2017,9861
Holden,2001,382
Holden,2002,389
Holden,2003,396
Holden,2004,400
Holden,2005,408
Holden,2006,405
Holden,2007,403
Holden,2008,398
Holden,2009,396
Holden,2010,390
Holden,2011,390
Holden,2012,393
Holden,2013,396
Holden,2014,397
Holden,2015,399
Holden,2016,401
Holden,2017,402
Horse Lakes 152B,2001,332
Horse Lakes 152B,2002,331
Horse Lakes 152B,2003,325
Horse Lakes 152B,2004,324
Horse Lakes 152B,2005,330
Horse Lakes 152B,2006,349
Horse Lakes 152B,2007,366
Horse Lakes 152B,2008,384
Horse Lakes 152B,2009,400
Horse Lakes 152B,2010,410
Horse Lakes 152B,2011,416
Horse Lakes 152B,2012,424
Horse Lakes 152B,2013,430
Horse Lakes 152B,2014,431
Horse Lakes 152B,2015,436
Horse Lakes 152B,2016,435
Horse Lakes 152B,2017,433
Horseshoe Bay,2001,56
Horseshoe Bay,2002,88
Horseshoe Bay,2003,120
Horseshoe Bay,2004,154
Horseshoe Bay,2005,188
Horseshoe Bay,2006,216
Horseshoe Bay,2007,179
Horseshoe Bay,2008,146
Horseshoe Bay,2009,109
Horseshoe Bay,2010,73
Horseshoe Bay,2011,38
Horseshoe Bay,2012,38
Horseshoe Bay,2013,38
Horseshoe Bay,2014,38
Horseshoe Bay,2015,38
Horseshoe Bay,2016,38
Horseshoe Bay,2017,38
Hughenden,2001,241
Hughenden,2002,239
Hughenden,2003,236
Hughenden,2004,240
Hughenden,2005,239
Hughenden,2006,239
Hughenden,2007,240
Hughenden,2008,239
Hughenden,2009,239
Hughenden,2010,237
Hughenden,2011,237
Hughenden,2012,240
Hughenden,2013,241
Hughenden,2014,243
Hughenden,2015,242
Hughenden,2016,246
Hughenden,2017,244
Hussar,2001,185
Hussar,2002,186
Hussar,2003,186
Hussar,2004,187
Hussar,2005,191
Hussar,2006,193
Hussar,2007,191
Hussar,2008,192
Hussar,2009,190
Hussar,2010,186
Hussar,2011,180
Hussar,2012,182
Hussar,2013,182
Hussar,2014,184
Hussar,2015,185
Hussar,2016,185
Hussar,2017,188
Hythe,2001,597
Hythe,2002,640
Hythe,2003,691
Hythe,2004,738
Hythe,2005,790
Hythe,2006,838
Hythe,2007,839
Hythe,2008,838
Hythe,2009,839
Hythe,2010,843
Hythe,2011,841
Hythe,2012,863
Hythe,2013,876
Hythe,2014,893
Hythe,2015,893
Hythe,2016,897
Hythe,2017,892
Improvement District No. 12 Jasper Park,2001,51
Improvement District No. 12 Jasper Park,2002,47
Improvement District No. 12 Jasper Park,2003,41
Improvement District No. 12 Jasper Park,2004,36
Improvement District No. 12 Jasper Park,2005,31
Improvement District No. 12 Jasper Park,2006,25
Improvement District No. 12 Jasper Park,2007,27
Improvement District No. 12 Jasper Park,2008,29
Improvement District No. 12 Jasper Park,2009,31
Improvement District No. 12 Jasper Park,2010,34
Improvement District No. 12 Jasper Park,2011,36
Improvement District No. 12 Jasper Park,2012,36
Improvement District No. 12 Jasper Park,2013,35
Improvement District No. 12 Jasper Park,2014,35
Improvement District No. 12 Jasper Park,2015,34
Improvement District No. 12 Jasper Park,2016,34
Improvement District No. 12 Jasper Park,2017,33
Improvement District No. 13 Elk Island,2001,27
Improvement District No. 13 Elk Island,2002,26
Improvement District No. 13 Elk Island,2003,25
Improvement District No. 13 Elk Island,2004,23
Improvement District No. 13 Elk Island,2005,22
Improvement District No. 13 Elk Island,2006,21
Improvement District No. 13 Elk Island,2007,19
Improvement District No. 13 Elk Island,2008,16
Improvement District No. 13 Elk Island,2009,14
Improvement District No. 13 Elk Island,2010,12
Improvement District No. 13 Elk Island,2011,10
Improvement District No. 13 Elk Island,2012,10
Improvement District No. 13 Elk Island,2013,10
Improvement District No. 13 Elk Island,2014,10
Improvement District No. 13 Elk Island,2015,10
Improvement District No. 13 Elk Island,2016,10
Improvement District No. 13 Elk Island,2017,10
Improvement District No. 24 Wood Buffalo,2001,376
Improvement District No. 24 Wood Buffalo,2002,396
Improvement District No. 24 Wood Buffalo,2003,416
Improvement District No. 24 Wood Buffalo,2004,428
Improvement District No. 24 Wood Buffalo,2005,427
Improvement District No. 24 Wood Buffalo,2006,439
Improvement District No. 24 Wood Buffalo,2007,483
Improvement District No. 24 Wood Buffalo,2008,509
Improvement District No. 24 Wood Buffalo,2009,547
Improvement District No. 24 Wood Buffalo,2010,577
Improvement District No. 24 Wood Buffalo,2011,612
Improvement District No. 24 Wood Buffalo,2012,641
Improvement District No. 24 Wood Buffalo,2013,678
Improvement District No. 24 Wood Buffalo,2014,693
Improvement District No. 24 Wood Buffalo,2015,687
Improvement District No. 24 Wood Buffalo,2016,671
Improvement District No. 24 Wood Buffalo,2017,657
Improvement District No. 25 Willmore Wilderness,2001,0
Improvement District No. 25 Willmore Wilderness,2002,0
Improvement District No. 25 Willmore Wilderness,2003,0
Improvement District No. 25 Willmore Wilderness,2004,0
Improvement District No. 25 Willmore Wilderness,2005,0
Improvement District No. 25 Willmore Wilderness,2006,0
Improvement District No. 25 Willmore Wilderness,2007,0
Improvement District No. 25 Willmore Wilderness,2008,0
Improvement District No. 25 Willmore Wilderness,2009,0
Improvement District No. 25 Willmore Wilderness,2010,0
Improvement District No. 25 Willmore Wilderness,2011,0
Improvement District No. 25 Willmore Wilderness,2012,0
Improvement District No. 25 Willmore Wilderness,2013,0
Improvement District No. 25 Willmore Wilderness,2014,0
Improvement District No. 25 Willmore Wilderness,2015,0
Improvement District No. 25 Willmore Wilderness,2016,0
Improvement District No. 25 Willmore Wilderness,2017,0
Improvement District No.  4 Waterton,2001,159
Improvement District No.  4 Waterton,2002,158
Improvement District No.  4 Waterton,2003,161
Improvement District No.  4 Waterton,2004,161
Improvement District No.  4 Waterton,2005,161
Improvement District No.  4 Waterton,2006,164
Improvement District No.  4 Waterton,2007,147
Improvement District No.  4 Waterton,2008,131
Improvement District No.  4 Waterton,2009,117
Improvement District No.  4 Waterton,2010,103
Improvement District No.  4 Waterton,2011,91
Improvement District No.  4 Waterton,2012,90
Improvement District No.  4 Waterton,2013,89
Improvement District No.  4 Waterton,2014,89
Improvement District No.  4 Waterton,2015,87
Improvement District No.  4 Waterton,2016,87
Improvement District No.  4 Waterton,2017,87
Improvement District No.  9 Banff,2001,1553
Improvement District No.  9 Banff,2002,1435
Improvement District No.  9 Banff,2003,1311
Improvement District No.  9 Banff,2004,1184
Improvement District No.  9 Banff,2005,1079
Improvement District No.  9 Banff,2006,1011
Improvement District No.  9 Banff,2007,1094
Improvement District No.  9 Banff,2008,1170
Improvement District No.  9 Banff,2009,1238
Improvement District No.  9 Banff,2010,1257
Improvement District No.  9 Banff,2011,1267
Improvement District No.  9 Banff,2012,1273
Improvement District No.  9 Banff,2013,1309
Improvement District No.  9 Banff,2014,1327
Improvement District No.  9 Banff,2015,1306
Improvement District No.  9 Banff,2016,1287
Improvement District No.  9 Banff,2017,1261
Innisfail,2001,7091
Innisfail,2002,7138
Innisfail,2003,7186
Innisfail,2004,7251
Innisfail,2005,7390
Innisfail,2006,7550
Innisfail,2007,7735
Innisfail,2008,7863
Innisfail,2009,7980
Innisfail,2010,8044
Innisfail,2011,8118
Innisfail,2012,8339
Innisfail,2013,8577
Innisfail,2014,8784
Innisfail,2015,8938
Innisfail,2016,9056
Innisfail,2017,9168
Innisfree,2001,223
Innisfree,2002,225
Innisfree,2003,228
Innisfree,2004,231
Innisfree,2005,233
Innisfree,2006,238
Innisfree,2007,234
Innisfree,2008,229
Innisfree,2009,224
Innisfree,2010,224
Innisfree,2011,225
Innisfree,2012,226
Innisfree,2013,228
Innisfree,2014,232
Innisfree,2015,234
Innisfree,2016,234
Innisfree,2017,232
Irma,2001,445
Irma,2002,437
Irma,2003,443
Irma,2004,443
Irma,2005,452
Irma,2006,455
Irma,2007,459
Irma,2008,463
Irma,2009,464
Irma,2010,466
Irma,2011,470
Irma,2012,467
Irma,2013,470
Irma,2014,466
Irma,2015,469
Irma,2016,470
Irma,2017,473
Irricana,2001,1068
Irricana,2002,1113
Irricana,2003,1153
Irricana,2004,1193
Irricana,2005,1243
Irricana,2006,1278
Irricana,2007,1266
Irricana,2008,1252
Irricana,2009,1242
Irricana,2010,1224
Irricana,2011,1200
Irricana,2012,1228
Irricana,2013,1263
Irricana,2014,1296
Irricana,2015,1314
Irricana,2016,1341
Irricana,2017,1355
Island Lake,2001,207
Island Lake,2002,236
Island Lake,2003,268
Island Lake,2004,297
Island Lake,2005,328
Island Lake,2006,358
Island Lake,2007,341
Island Lake,2008,321
Island Lake,2009,300
Island Lake,2010,274
Island Lake,2011,248
Island Lake,2012,249
Island Lake,2013,255
Island Lake,2014,255
Island Lake,2015,254
Island Lake,2016,254
Island Lake,2017,255
Island Lake South,2001,73
Island Lake South,2002,80
Island Lake South,2003,86
Island Lake South,2004,93
Island Lake South,2005,100
Island Lake South,2006,108
Island Lake South,2007,101
Island Lake South,2008,96
Island Lake South,2009,89
Island Lake South,2010,81
Island Lake South,2011,75
Island Lake South,2012,75
Island Lake South,2013,75
Island Lake South,2014,75
Island Lake South,2015,75
Island Lake South,2016,75
Island Lake South,2017,76
Itaska Beach,2001,8
Itaska Beach,2002,15
Itaska Beach,2003,20
Itaska Beach,2004,26
Itaska Beach,2005,31
Itaska Beach,2006,36
Itaska Beach,2007,32
Itaska Beach,2008,29
Itaska Beach,2009,25
Itaska Beach,2010,23
Itaska Beach,2011,20
Itaska Beach,2012,20
Itaska Beach,2013,20
Itaska Beach,2014,20
Itaska Beach,2015,20
Itaska Beach,2016,20
Itaska Beach,2017,20
Janvier 194,2001,257
Janvier 194,2002,266
Janvier 194,2003,277
Janvier 194,2004,286
Janvier 194,2005,286
Janvier 194,2006,279
Janvier 194,2007,278
Janvier 194,2008,284
Janvier 194,2009,285
Janvier 194,2010,295
Janvier 194,2011,306
Janvier 194,2012,314
Janvier 194,2013,330
Janvier 194,2014,340
Janvier 194,2015,338
Janvier 194,2016,331
Janvier 194,2017,326
Jarvis Bay,2001,128
Jarvis Bay,2002,141
Jarvis Bay,2003,153
Jarvis Bay,2004,166
Jarvis Bay,2005,178
Jarvis Bay,2006,188
Jarvis Bay,2007,189
Jarvis Bay,2008,192
Jarvis Bay,2009,199
Jarvis Bay,2010,204
Jarvis Bay,2011,208
Jarvis Bay,2012,208
Jarvis Bay,2013,208
Jarvis Bay,2014,210
Jarvis Bay,2015,211
Jarvis Bay,2016,211
Jarvis Bay,2017,211
Jasper,2001,4288
Jasper,2002,4325
